open_time,close_time,side,entry,exit,qty,pnl,fee,symbol,stop,take
2023-01-04 14:36:00+00:00,2023-01-04 14:58:00+00:00,long,16829.899999999998,16809.875767822818,2.5221657793913392,-67.4633505228399,16.95891736696897,BTCUSDT,16809.975767822816,16853.589078612622
2023-01-06 14:33:00+00:00,2023-01-06 14:42:00+00:00,long,16769.0,16744.762570440078,2.0625245111207926,-63.80488584767508,13.814593293772269,BTCUSDT,16744.862570440077,16797.74491547191
2023-01-09 01:38:00+00:00,2023-01-09 01:39:00+00:00,long,17169.399999999998,17199.24799223596,1.96444101379373,45.11985686277748,13.514763264943115,BTCUSDT,17144.260006470035,17199.34799223596
2023-01-12 02:41:00+00:00,2023-01-12 02:48:00+00:00,long,18266.8,18308.851099766616,1.4015559344550221,48.67261686348971,10.264351564772504,BTCUSDT,18231.49075019449,18308.951099766615
2023-01-12 06:10:00+00:00,2023-01-12 08:07:00+00:00,long,18134.0,18100.686085569625,1.4960445802084168,-60.67087445563764,10.831773326548136,BTCUSDT,18100.786085569624,18173.636697316455
2023-01-12 13:47:00+00:00,2023-01-12 14:42:00+00:00,long,18213.3,18048.859987678192,0.29945369950150563,-51.40408919387639,2.1619191580379735,BTCUSDT,18048.95998767819,18410.288014786176
2023-01-12 15:31:00+00:00,2023-01-12 15:37:00+00:00,short,18045.100000000002,18114.48718742295,-0.7069856803228475,-54.17842112506174,5.122673219159887,BTCUSDT,18114.38718742295,17962.175375092458
2023-01-12 16:00:00+00:00,2023-01-12 16:20:00+00:00,short,18065.4,18114.84779220104,-0.9872106187246921,-55.96865357217307,7.1532680388169645,BTCUSDT,18114.74779220104,18006.40264935875
2023-01-12 20:21:00+00:00,2023-01-12 20:34:00+00:00,long,18884.6,18964.202264726693,0.7263317390466139,52.30793056676072,5.5097208042282695,BTCUSDT,18817.998112727757,18964.30226472669
2023-01-12 22:04:00+00:00,2023-01-12 22:11:00+00:00,long,18861.199999999997,18809.84232902518,0.9487636397743089,-55.86472863306438,7.138437788666718,BTCUSDT,18809.94232902518,18922.489205169783
2023-01-13 00:30:00+00:00,2023-01-13 00:39:00+00:00,short,18830.300000000003,18785.163588077758,-1.2763628029794734,48.0197636168304,9.590673620682747,BTCUSDT,18868.180343268537,18785.06358807776
2023-01-13 13:17:00+00:00,2023-01-13 13:57:00+00:00,long,18871.699999999997,18828.353616531855,1.1220744630104342,-57.08859586291652,8.450725909456219,BTCUSDT,18828.453616531853,18923.37566016177
2023-01-13 18:42:00+00:00,2023-01-13 18:51:00+00:00,long,19318.399999999998,19378.914949078353,0.950388566365263,50.14571601977725,7.366999678467577,BTCUSDT,19267.704209101375,19379.01494907835
2023-01-14 02:28:00+00:00,2023-01-14 03:11:00+00:00,long,20977.199999999997,20854.704983139396,0.39494389079197945,-51.67323389249888,3.2945753309439825,BTCUSDT,20854.804983139395,21123.854020232724
2023-01-14 03:38:00+00:00,2023-01-14 04:35:00+00:00,long,20947.899999999998,21039.825308071613,0.6255575366017688,52.23992075253882,5.264648516099532,BTCUSDT,20871.028909940324,21039.92530807161
2023-01-14 09:58:00+00:00,2023-01-14 10:20:00+00:00,long,20561.6,20418.68340788998,0.3381507688544059,-51.089192901403024,2.7618373973490797,BTCUSDT,20418.78340788998,20732.759910532026
2023-01-14 12:23:00+00:00,2023-01-14 12:31:00+00:00,long,20708.199999999997,20810.504312544555,0.5618148819627743,52.799424866928604,4.67666040957521,BTCUSDT,20622.6797395462,20810.604312544554
