time,equity
2023-01-01 01:18:00+00:00,8336.632612825357
2023-01-01 01:19:00+00:00,8337.786969930794
2023-01-01 01:20:00+00:00,8337.289457492981
2023-01-01 01:21:00+00:00,8341.007790277652
2023-01-01 01:22:00+00:00,8342.576741081266
2023-01-01 01:23:00+00:00,8341.830472424548
2023-01-01 01:24:00+00:00,8339.521758213676
2023-01-01 01:25:00+00:00,8341.25654649656
2023-01-01 01:26:00+00:00,8339.445344723497
2023-01-01 01:27:00+00:00,8338.616157327144
2023-01-01 01:28:00+00:00,8338.699076066781
2023-01-01 01:29:00+00:00,8338.699076066781
2023-01-01 01:30:00+00:00,8340.682620568568
2023-01-01 01:31:00+00:00,8342.08573389291
2023-01-01 01:32:00+00:00,8338.118644889333
2023-01-01 01:33:00+00:00,8342.002815153275
2023-01-01 01:34:00+00:00,8342.666165070355
2023-01-01 01:35:00+00:00,8341.014295527108
2023-01-01 01:36:00+00:00,8342.25157137218
2023-01-01 01:37:00+00:00,8342.334490111814
2023-01-01 01:38:00+00:00,8340.268026870392
2023-01-01 01:39:00+00:00,8340.350945610027
2023-01-01 01:40:00+00:00,8340.433864349663
2023-01-01 01:41:00+00:00,8339.362425983862
2023-01-01 01:42:00+00:00,8336.88787429372
2023-01-01 01:43:00+00:00,6683.32356277662
2023-01-01 01:44:00+00:00,6681.9139442028245
2023-01-01 01:45:00+00:00,6681.665187983917
2023-01-01 01:46:00+00:00,6681.416431765011
2023-01-01 01:47:00+00:00,6682.162700421728
2023-01-01 01:48:00+00:00,6682.245619161364
2023-01-01 01:49:00+00:00,6682.826050338809
2023-01-01 01:50:00+00:00,6682.66021285954
2023-01-01 01:51:00+00:00,6681.167675546106
2023-01-01 01:52:00+00:00,6680.5043256290255
2023-01-01 01:53:00+00:00,6681.333513025377
2023-01-01 01:54:00+00:00,6681.333513025377
2023-01-01 01:55:00+00:00,6681.333513025377
2023-01-01 01:56:00+00:00,6682.245619161364
2023-01-01 01:57:00+00:00,6683.074806557716
2023-01-01 01:58:00+00:00,6681.996862942458
2023-01-01 01:59:00+00:00,6682.411456640634
2023-01-01 02:00:00+00:00,6680.421406889391
2023-01-01 02:01:00+00:00,4794.732222427839
2023-01-01 02:02:00+00:00,4794.234709990028
2023-01-01 02:03:00+00:00,4795.371116626308
2023-01-01 02:04:00+00:00,4796.5904420022225
2023-01-01 02:05:00+00:00,4794.790685448861
2023-01-01 02:06:00+00:00,4796.756279481493
2023-01-01 02:07:00+00:00,4795.122360407402
2023-01-01 02:08:00+00:00,4797.751304357114
2023-01-01 02:09:00+00:00,4798.995085451643
2023-01-01 02:10:00+00:00,4798.995085451643
2023-01-01 02:11:00+00:00,4797.195328898281
2023-01-01 02:12:00+00:00,4797.609922596457
2023-01-01 02:13:00+00:00,4796.888109658353
2023-01-01 02:14:00+00:00,4799.599972347702
2023-01-01 02:15:00+00:00,4797.3027033565295
2023-01-01 02:16:00+00:00,4797.244240335504
2023-01-01 02:17:00+00:00,4799.599972347702
2023-01-01 02:18:00+00:00,4800.819297723615
2023-01-01 02:19:00+00:00,4803.448241673327
2023-01-01 02:20:00+00:00,4800.653460244344
2023-01-01 02:21:00+00:00,4824.050295438041
2023-01-01 02:22:00+00:00,2921.5550045367895
2023-01-01 02:23:00+00:00,2922.0525169746
2023-01-01 02:24:00+00:00,2921.637923276424
2023-01-01 02:25:00+00:00,2921.3062483178837
2023-01-01 02:26:00+00:00,2922.6329481520465
2023-01-01 02:27:00+00:00,2922.21835445387
2023-01-01 02:28:00+00:00,2923.0475418502215
2023-01-01 02:29:00+00:00,2922.9646231105867
2023-01-01 02:30:00+00:00,2922.6329481520465
2023-01-01 02:31:00+00:00,2922.9646231105867
2023-01-01 02:32:00+00:00,2923.4621355483982
2023-01-01 02:33:00+00:00,2923.876729246573
2023-01-01 02:34:00+00:00,2924.042566725844
2023-01-01 02:35:00+00:00,2923.7938105069384
2023-01-01 02:36:00+00:00,2922.9646231105867
2023-01-01 02:37:00+00:00,2922.8817043709514
2023-01-01 02:38:00+00:00,2922.1354357142354
2023-01-01 02:39:00+00:00,2922.0525169746
2023-01-01 02:40:00+00:00,2921.5550045367895
2023-01-01 02:41:00+00:00,2921.637923276424
2023-01-01 02:42:00+00:00,2921.4720857971543
2023-01-01 02:43:00+00:00,2920.808735880073
2023-01-01 02:44:00+00:00,2920.9745733593427
2023-01-01 02:45:00+00:00,2920.891654619708
2023-01-01 02:46:00+00:00,2920.5599796611677
2023-01-01 02:47:00+00:00,2919.9795484837214
2023-01-01 02:48:00+00:00,2919.5649547855455
2023-01-01 02:49:00+00:00,2920.0624672233566
2023-01-01 02:50:00+00:00,2919.813711004451
2023-01-01 02:51:00+00:00,2919.813711004451
2023-01-01 02:52:00+00:00,2919.813711004451
2023-01-01 02:53:00+00:00,2919.5649547855455
2023-01-01 02:54:00+00:00,2919.6478735251803
2023-01-01 02:55:00+00:00,2919.9795484837214
2023-01-01 02:56:00+00:00,2920.477060921532
2023-01-01 02:57:00+00:00,2919.6478735251803
2023-01-01 02:58:00+00:00,2919.6478735251803
2023-01-01 02:59:00+00:00,2919.813711004451
2023-01-01 03:00:00+00:00,2918.901604868465
2023-01-01 03:01:00+00:00,2918.487011170288
2023-01-01 03:02:00+00:00,2918.072417472112
2023-01-01 03:03:00+00:00,2917.8236612532073
2023-01-01 03:04:00+00:00,2917.7407425135725
2023-01-01 03:05:00+00:00,2917.409067555032
2023-01-01 03:06:00+00:00,2918.5699299099238
2023-01-01 03:07:00+00:00,2918.652848649559
2023-01-01 03:08:00+00:00,2917.8236612532073
2023-01-01 03:09:00+00:00,2916.9944738568556
2023-01-01 03:10:00+00:00,2915.501936543423
2023-01-01 03:11:00+00:00,2915.170261584882
2023-01-01 03:12:00+00:00,2915.087342845247
2023-01-01 03:13:00+00:00,2915.0044241056116
2023-01-01 03:14:00+00:00,2914.3410741885295
2023-01-01 03:15:00+00:00,2914.0923179696247
2023-01-01 03:16:00+00:00,2913.014374354368
2023-01-01 03:17:00+00:00,2913.097293094003
2023-01-01 03:18:00+00:00,2912.1851869580164
2023-01-01 03:19:00+00:00,2912.351024437287
2023-01-01 03:20:00+00:00,2902.2001952498904
2023-01-01 03:21:00+00:00,2902.2001952498904
2023-01-01 03:22:00+00:00,2902.2001952498904
2023-01-01 03:23:00+00:00,2902.2001952498904
2023-01-01 03:24:00+00:00,2902.2001952498904
2023-01-01 03:25:00+00:00,2902.2001952498904
2023-01-01 03:26:00+00:00,2902.2001952498904
2023-01-01 03:27:00+00:00,2902.2001952498904
2023-01-01 03:28:00+00:00,2902.2001952498904
2023-01-01 03:29:00+00:00,2902.2001952498904
2023-01-01 03:30:00+00:00,2902.2001952498904
2023-01-01 03:31:00+00:00,2902.2001952498904
2023-01-01 03:32:00+00:00,2902.2001952498904
2023-01-01 03:33:00+00:00,2902.2001952498904
2023-01-01 03:34:00+00:00,2902.2001952498904
2023-01-01 03:35:00+00:00,2902.2001952498904
2023-01-01 03:36:00+00:00,2902.2001952498904
2023-01-01 03:37:00+00:00,2902.2001952498904
2023-01-01 03:38:00+00:00,2902.2001952498904
2023-01-01 03:39:00+00:00,2902.2001952498904
2023-01-01 03:40:00+00:00,2902.2001952498904
2023-01-01 03:41:00+00:00,2902.2001952498904
2023-01-01 03:42:00+00:00,2902.2001952498904
2023-01-01 03:43:00+00:00,2902.2001952498904
2023-01-01 03:44:00+00:00,2902.2001952498904
2023-01-01 03:45:00+00:00,2902.2001952498904
2023-01-01 03:46:00+00:00,2902.2001952498904
2023-01-01 03:47:00+00:00,2877.141663349879
2023-01-01 03:48:00+00:00,2878.6312506022437
2023-01-01 03:49:00+00:00,2877.141663349879
2023-01-01 03:50:00+00:00,2879.376044228427
2023-01-01 03:51:00+00:00,2878.1347215181218
2023-01-01 03:52:00+00:00,2876.148605181634
2023-01-01 03:53:00+00:00,2876.893398807818
2023-01-01 03:54:00+00:00,2868.7006689198065
2023-01-01 03:55:00+00:00,2842.364952347271
2023-01-01 03:56:00+00:00,2842.364952347271
2023-01-01 03:57:00+00:00,2842.364952347271
2023-01-01 03:58:00+00:00,2842.364952347271
2023-01-01 03:59:00+00:00,2842.364952347271
2023-01-01 04:00:00+00:00,2842.364952347271
2023-01-01 04:01:00+00:00,2842.364952347271
2023-01-01 04:02:00+00:00,2842.364952347271
2023-01-01 04:03:00+00:00,2842.364952347271
2023-01-01 04:04:00+00:00,2842.364952347271
2023-01-01 04:05:00+00:00,2842.364952347271
2023-01-01 04:06:00+00:00,2842.364952347271
2023-01-01 04:07:00+00:00,2842.364952347271
2023-01-01 04:08:00+00:00,2842.364952347271
2023-01-01 04:09:00+00:00,2822.24936278651
2023-01-01 04:10:00+00:00,2823.0162347937676
2023-01-01 04:11:00+00:00,2825.3168508155386
2023-01-01 04:12:00+00:00,2822.824516791953
2023-01-01 04:13:00+00:00,2824.9334148119096
2023-01-01 04:14:00+00:00,2826.0837228227965
2023-01-01 04:15:00+00:00,2828.95949285001
2023-01-01 04:16:00+00:00,2832.4104168826675
2023-01-01 04:17:00+00:00,2811.9931935514724
2023-01-01 04:18:00+00:00,2811.9931935514724
2023-01-01 04:19:00+00:00,2811.9931935514724
2023-01-01 04:20:00+00:00,2811.9931935514724
2023-01-01 04:21:00+00:00,2811.9931935514724
2023-01-01 04:22:00+00:00,2811.9931935514724
2023-01-01 04:23:00+00:00,2811.9931935514724
2023-01-01 04:24:00+00:00,2811.9931935514724
2023-01-01 04:25:00+00:00,2811.9931935514724
2023-01-01 04:26:00+00:00,2811.9931935514724
2023-01-01 04:27:00+00:00,2811.9931935514724
2023-01-01 04:28:00+00:00,2811.9931935514724
2023-01-01 04:29:00+00:00,2811.9931935514724
2023-01-01 04:30:00+00:00,2811.9931935514724
2023-01-01 04:31:00+00:00,2811.9931935514724
2023-01-01 04:32:00+00:00,2811.9931935514724
2023-01-01 04:33:00+00:00,2811.9931935514724
2023-01-01 04:34:00+00:00,2811.9931935514724
2023-01-01 04:35:00+00:00,2811.9931935514724
2023-01-01 04:36:00+00:00,2811.9931935514724
2023-01-01 04:37:00+00:00,2811.9931935514724
2023-01-01 04:38:00+00:00,2811.9931935514724
2023-01-01 04:39:00+00:00,2811.9931935514724
2023-01-01 04:40:00+00:00,2811.9931935514724
2023-01-01 04:41:00+00:00,2811.9931935514724
2023-01-01 04:42:00+00:00,2811.9931935514724
2023-01-01 04:43:00+00:00,2811.9931935514724
2023-01-01 04:44:00+00:00,2811.9931935514724
2023-01-01 04:45:00+00:00,2811.9931935514724
2023-01-01 04:46:00+00:00,2811.9931935514724
2023-01-01 04:47:00+00:00,2811.9931935514724
2023-01-01 04:48:00+00:00,2811.9931935514724
2023-01-01 04:49:00+00:00,2811.9931935514724
2023-01-01 04:50:00+00:00,2811.9931935514724
2023-01-01 04:51:00+00:00,2811.9931935514724
2023-01-01 04:52:00+00:00,2811.9931935514724
2023-01-01 04:53:00+00:00,2811.9931935514724
2023-01-01 04:54:00+00:00,2811.9931935514724
2023-01-01 04:55:00+00:00,2811.9931935514724
2023-01-01 04:56:00+00:00,2811.9931935514724
2023-01-01 04:57:00+00:00,2811.9931935514724
2023-01-01 04:58:00+00:00,2811.9931935514724
2023-01-01 04:59:00+00:00,2811.9931935514724
2023-01-01 05:00:00+00:00,2811.9931935514724
2023-01-01 05:01:00+00:00,2811.9931935514724
2023-01-01 05:02:00+00:00,2811.9931935514724
2023-01-01 05:03:00+00:00,2811.9931935514724
2023-01-01 05:04:00+00:00,2811.9931935514724
2023-01-01 05:05:00+00:00,2811.9931935514724
2023-01-01 05:06:00+00:00,2811.9931935514724
2023-01-01 05:07:00+00:00,2811.9931935514724
2023-01-01 05:08:00+00:00,2811.9931935514724
2023-01-01 05:09:00+00:00,2811.9931935514724
2023-01-01 05:10:00+00:00,2811.9931935514724
2023-01-01 05:11:00+00:00,2811.9931935514724
2023-01-01 05:12:00+00:00,2811.9931935514724
2023-01-01 05:13:00+00:00,2811.9931935514724
2023-01-01 05:14:00+00:00,2811.9931935514724
2023-01-01 05:15:00+00:00,2811.9931935514724
2023-01-01 05:16:00+00:00,2811.9931935514724
2023-01-01 05:17:00+00:00,2811.9931935514724
2023-01-01 05:18:00+00:00,2811.9931935514724
2023-01-01 05:19:00+00:00,2811.9931935514724
2023-01-01 05:20:00+00:00,2811.9931935514724
2023-01-01 05:21:00+00:00,2811.9931935514724
2023-01-01 05:22:00+00:00,2811.9931935514724
2023-01-01 05:23:00+00:00,2811.9931935514724
2023-01-01 05:24:00+00:00,2811.9931935514724
2023-01-01 05:25:00+00:00,2811.9931935514724
2023-01-01 05:26:00+00:00,2811.9931935514724
2023-01-01 05:27:00+00:00,2811.9931935514724
2023-01-01 05:28:00+00:00,2811.9931935514724
2023-01-01 05:29:00+00:00,2811.9931935514724
2023-01-01 05:30:00+00:00,2811.9931935514724
2023-01-01 05:31:00+00:00,2811.9931935514724
2023-01-01 05:32:00+00:00,2811.9931935514724
2023-01-01 05:33:00+00:00,2811.9931935514724
2023-01-01 05:34:00+00:00,2811.9931935514724
2023-01-01 05:35:00+00:00,2811.9931935514724
2023-01-01 05:36:00+00:00,2811.9931935514724
2023-01-01 05:37:00+00:00,2811.9931935514724
2023-01-01 05:38:00+00:00,2811.9931935514724
2023-01-01 05:39:00+00:00,2811.9931935514724
2023-01-01 05:40:00+00:00,2811.9931935514724
2023-01-01 05:41:00+00:00,2811.9931935514724
2023-01-01 05:42:00+00:00,2811.9931935514724
2023-01-01 05:43:00+00:00,2811.9931935514724
2023-01-01 05:44:00+00:00,2811.9931935514724
2023-01-01 05:45:00+00:00,2811.9931935514724
2023-01-01 05:46:00+00:00,2811.9931935514724
2023-01-01 05:47:00+00:00,2811.9931935514724
2023-01-01 05:48:00+00:00,2811.9931935514724
2023-01-01 05:49:00+00:00,2811.9931935514724
2023-01-01 05:50:00+00:00,2811.9931935514724
2023-01-01 05:51:00+00:00,2811.9931935514724
2023-01-01 05:52:00+00:00,2811.9931935514724
2023-01-01 05:53:00+00:00,2811.9931935514724
2023-01-01 05:54:00+00:00,2811.9931935514724
2023-01-01 05:55:00+00:00,2811.9931935514724
2023-01-01 05:56:00+00:00,2811.9931935514724
2023-01-01 05:57:00+00:00,2811.9931935514724
2023-01-01 05:58:00+00:00,2811.9931935514724
2023-01-01 05:59:00+00:00,2811.9931935514724
2023-01-01 06:00:00+00:00,2811.9931935514724
2023-01-01 06:01:00+00:00,2811.9931935514724
2023-01-01 06:02:00+00:00,2811.9931935514724
2023-01-01 06:03:00+00:00,2811.9931935514724
2023-01-01 06:04:00+00:00,2811.9931935514724
2023-01-01 06:05:00+00:00,2811.9931935514724
2023-01-01 06:06:00+00:00,2811.9931935514724
2023-01-01 06:07:00+00:00,2811.9931935514724
2023-01-01 06:08:00+00:00,2811.9931935514724
2023-01-01 06:09:00+00:00,2811.9931935514724
2023-01-01 06:10:00+00:00,2811.9931935514724
2023-01-01 06:11:00+00:00,2811.9931935514724
2023-01-01 06:12:00+00:00,2811.9931935514724
2023-01-01 06:13:00+00:00,2811.9931935514724
2023-01-01 06:14:00+00:00,2811.9931935514724
2023-01-01 06:15:00+00:00,2811.9931935514724
2023-01-01 06:16:00+00:00,2811.9931935514724
2023-01-01 06:17:00+00:00,2811.9931935514724
2023-01-01 06:18:00+00:00,2811.9931935514724
2023-01-01 06:19:00+00:00,2811.9931935514724
2023-01-01 06:20:00+00:00,2811.9931935514724
2023-01-01 06:21:00+00:00,2811.9931935514724
2023-01-01 06:22:00+00:00,2811.9931935514724
2023-01-01 06:23:00+00:00,2811.9931935514724
2023-01-01 06:24:00+00:00,2811.9931935514724
2023-01-01 06:25:00+00:00,2811.9931935514724
2023-01-01 06:26:00+00:00,2811.9931935514724
2023-01-01 06:27:00+00:00,2811.9931935514724
2023-01-01 06:28:00+00:00,2811.9931935514724
2023-01-01 06:29:00+00:00,2811.9931935514724
2023-01-01 06:30:00+00:00,2811.9931935514724
2023-01-01 06:31:00+00:00,2811.9931935514724
2023-01-01 06:32:00+00:00,2811.9931935514724
2023-01-01 06:33:00+00:00,2811.9931935514724
2023-01-01 06:34:00+00:00,2811.9931935514724
2023-01-01 06:35:00+00:00,2811.9931935514724
2023-01-01 06:36:00+00:00,2811.9931935514724
2023-01-01 06:37:00+00:00,2811.9931935514724
2023-01-01 06:38:00+00:00,2811.9931935514724
2023-01-01 06:39:00+00:00,2811.9931935514724
2023-01-01 06:40:00+00:00,2811.9931935514724
2023-01-01 06:41:00+00:00,2811.9931935514724
2023-01-01 06:42:00+00:00,2811.9931935514724
2023-01-01 06:43:00+00:00,2811.9931935514724
2023-01-01 06:44:00+00:00,2811.9931935514724
2023-01-01 06:45:00+00:00,2811.9931935514724
2023-01-01 06:46:00+00:00,2811.9931935514724
2023-01-01 06:47:00+00:00,2811.9931935514724
2023-01-01 06:48:00+00:00,2811.9931935514724
2023-01-01 06:49:00+00:00,2811.9931935514724
2023-01-01 06:50:00+00:00,2811.9931935514724
2023-01-01 06:51:00+00:00,2811.9931935514724
2023-01-01 06:52:00+00:00,2811.9931935514724
2023-01-01 06:53:00+00:00,2811.9931935514724
2023-01-01 06:54:00+00:00,2811.9931935514724
2023-01-01 06:55:00+00:00,2811.9931935514724
2023-01-01 06:56:00+00:00,2811.9931935514724
2023-01-01 06:57:00+00:00,2811.9931935514724
2023-01-01 06:58:00+00:00,2811.9931935514724
2023-01-01 06:59:00+00:00,2811.9931935514724
2023-01-01 07:00:00+00:00,2811.9931935514724
2023-01-01 07:01:00+00:00,2811.9931935514724
2023-01-01 07:02:00+00:00,2811.9931935514724
2023-01-01 07:03:00+00:00,2811.9931935514724
2023-01-01 07:04:00+00:00,2811.9931935514724
2023-01-01 07:05:00+00:00,2811.9931935514724
2023-01-01 07:06:00+00:00,2811.9931935514724
2023-01-01 07:07:00+00:00,2811.9931935514724
2023-01-01 07:08:00+00:00,2811.9931935514724
2023-01-01 07:09:00+00:00,2811.9931935514724
2023-01-01 07:10:00+00:00,2811.9931935514724
2023-01-01 07:11:00+00:00,2811.9931935514724
2023-01-01 07:12:00+00:00,2811.9931935514724
2023-01-01 07:13:00+00:00,2811.9931935514724
2023-01-01 07:14:00+00:00,2811.9931935514724
2023-01-01 07:15:00+00:00,2811.9931935514724
2023-01-01 07:16:00+00:00,2811.9931935514724
2023-01-01 07:17:00+00:00,2811.9931935514724
2023-01-01 07:18:00+00:00,2811.9931935514724
2023-01-01 07:19:00+00:00,2811.9931935514724
2023-01-01 07:20:00+00:00,2811.9931935514724
2023-01-01 07:21:00+00:00,2811.9931935514724
2023-01-01 07:22:00+00:00,2811.9931935514724
2023-01-01 07:23:00+00:00,2811.9931935514724
2023-01-01 07:24:00+00:00,2811.9931935514724
2023-01-01 07:25:00+00:00,2811.9931935514724
2023-01-01 07:26:00+00:00,2811.9931935514724
2023-01-01 07:27:00+00:00,2811.9931935514724
2023-01-01 07:28:00+00:00,2811.9931935514724
2023-01-01 07:29:00+00:00,2811.9931935514724
2023-01-01 07:30:00+00:00,2811.9931935514724
2023-01-01 07:31:00+00:00,2811.9931935514724
2023-01-01 07:32:00+00:00,2811.9931935514724
2023-01-01 07:33:00+00:00,2811.9931935514724
2023-01-01 07:34:00+00:00,2811.9931935514724
2023-01-01 07:35:00+00:00,2811.9931935514724
2023-01-01 07:36:00+00:00,2811.9931935514724
2023-01-01 07:37:00+00:00,2811.9931935514724
2023-01-01 07:38:00+00:00,2811.9931935514724
2023-01-01 07:39:00+00:00,2811.9931935514724
2023-01-01 07:40:00+00:00,2811.9931935514724
2023-01-01 07:41:00+00:00,2811.9931935514724
2023-01-01 07:42:00+00:00,2811.9931935514724
2023-01-01 07:43:00+00:00,2811.9931935514724
2023-01-01 07:44:00+00:00,2811.9931935514724
2023-01-01 07:45:00+00:00,2811.9931935514724
2023-01-01 07:46:00+00:00,2811.9931935514724
2023-01-01 07:47:00+00:00,2811.9931935514724
2023-01-01 07:48:00+00:00,2811.9931935514724
2023-01-01 07:49:00+00:00,2811.9931935514724
2023-01-01 07:50:00+00:00,2811.9931935514724
2023-01-01 07:51:00+00:00,2811.9931935514724
2023-01-01 07:52:00+00:00,2811.9931935514724
2023-01-01 07:53:00+00:00,2811.9931935514724
2023-01-01 07:54:00+00:00,2811.9931935514724
2023-01-01 07:55:00+00:00,2811.9931935514724
2023-01-01 07:56:00+00:00,2811.9931935514724
2023-01-01 07:57:00+00:00,2811.9931935514724
2023-01-01 07:58:00+00:00,2811.9931935514724
2023-01-01 07:59:00+00:00,2811.9931935514724
2023-01-01 08:00:00+00:00,2811.9931935514724
2023-01-01 08:01:00+00:00,2811.9931935514724
2023-01-01 08:02:00+00:00,2811.9931935514724
2023-01-01 08:03:00+00:00,2811.9931935514724
2023-01-01 08:04:00+00:00,2811.9931935514724
2023-01-01 08:05:00+00:00,2811.9931935514724
2023-01-01 08:06:00+00:00,2811.9931935514724
2023-01-01 08:07:00+00:00,2811.9931935514724
2023-01-01 08:08:00+00:00,2811.9931935514724
2023-01-01 08:09:00+00:00,2811.9931935514724
2023-01-01 08:10:00+00:00,2811.9931935514724
2023-01-01 08:11:00+00:00,2811.9931935514724
2023-01-01 08:12:00+00:00,2811.9931935514724
2023-01-01 08:13:00+00:00,2811.9931935514724
2023-01-01 08:14:00+00:00,2811.9931935514724
2023-01-01 08:15:00+00:00,2811.9931935514724
2023-01-01 08:16:00+00:00,2811.9931935514724
2023-01-01 08:17:00+00:00,2811.9931935514724
2023-01-01 08:18:00+00:00,2811.9931935514724
2023-01-01 08:19:00+00:00,2811.9931935514724
2023-01-01 08:20:00+00:00,2811.9931935514724
2023-01-01 08:21:00+00:00,2811.9931935514724
2023-01-01 08:22:00+00:00,2811.9931935514724
2023-01-01 08:23:00+00:00,2811.9931935514724
2023-01-01 08:24:00+00:00,2811.9931935514724
2023-01-01 08:25:00+00:00,2811.9931935514724
2023-01-01 08:26:00+00:00,2811.9931935514724
2023-01-01 08:27:00+00:00,2811.9931935514724
2023-01-01 08:28:00+00:00,2811.9931935514724
2023-01-01 08:29:00+00:00,2811.9931935514724
2023-01-01 08:30:00+00:00,2811.9931935514724
2023-01-01 08:31:00+00:00,2811.9931935514724
2023-01-01 08:32:00+00:00,2811.9931935514724
2023-01-01 08:33:00+00:00,2811.9931935514724
2023-01-01 08:34:00+00:00,2811.9931935514724
2023-01-01 08:35:00+00:00,2811.9931935514724
2023-01-01 08:36:00+00:00,2811.9931935514724
2023-01-01 08:37:00+00:00,2811.9931935514724
2023-01-01 08:38:00+00:00,2811.9931935514724
2023-01-01 08:39:00+00:00,2811.9931935514724
2023-01-01 08:40:00+00:00,2811.9931935514724
2023-01-01 08:41:00+00:00,2811.9931935514724
2023-01-01 08:42:00+00:00,2811.9931935514724
2023-01-01 08:43:00+00:00,2811.9931935514724
2023-01-01 08:44:00+00:00,2811.9931935514724
2023-01-01 08:45:00+00:00,2811.9931935514724
2023-01-01 08:46:00+00:00,2811.9931935514724
2023-01-01 08:47:00+00:00,2811.9931935514724
2023-01-01 08:48:00+00:00,2811.9931935514724
2023-01-01 08:49:00+00:00,2811.9931935514724
2023-01-01 08:50:00+00:00,2811.9931935514724
2023-01-01 08:51:00+00:00,2811.9931935514724
2023-01-01 08:52:00+00:00,2811.9931935514724
2023-01-01 08:53:00+00:00,2811.9931935514724
2023-01-01 08:54:00+00:00,2811.9931935514724
2023-01-01 08:55:00+00:00,2811.9931935514724
2023-01-01 08:56:00+00:00,2811.9931935514724
2023-01-01 08:57:00+00:00,2811.9931935514724
2023-01-01 08:58:00+00:00,2811.9931935514724
2023-01-01 08:59:00+00:00,2811.9931935514724
2023-01-01 09:00:00+00:00,2811.9931935514724
2023-01-01 09:01:00+00:00,2811.9931935514724
2023-01-01 09:02:00+00:00,2811.9931935514724
2023-01-01 09:03:00+00:00,2811.9931935514724
2023-01-01 09:04:00+00:00,2811.9931935514724
